"행정구역","2026년08월_계_총인구수","2026년08월_계_연령구간인구수","2026년08월_계_0~4세","2026년08월_계_5~9세","2026년08월_계_10~14세","2026년08월_계_15~19세","2026년08월_계_20~24세","2026년08월_계_25~29세","2026년08월_계_30~34세","2026년08월_계_35~39세","2026년08월_계_40~44세","2026년08월_계_45~49세","2026년08월_계_50~54세","2026년08월_계_55~59세","2026년08월_계_60~64세","2026년08월_계_65~69세","2026년08월_계_70~74세","2026년08월_계_75~79세","2026년08월_계_80~84세","2026년08월_계_85~89세","2026년08월_계_90~94세","2026년08월_계_95~99세","2026년08월_계_100세 이상","2026년08월_남_총인구수","2026년08월_남_연령구간인구수","2026년08월_남_0~4세","2026년08월_남_5~9세","2026년08월_남_10~14세","2026년08월_남_15~19세","2026년08월_남_20~24세","2026년08월_남_25~29세","2026년08월_남_30~34세","2026년08월_남_35~39세","2026년08월_남_40~44세","2026년08월_남_45~49세","2026년08월_남_50~54세","2026년08월_남_55~59세","2026년08월_남_60~64세","2026년08월_남_65~69세","2026년08월_남_70~74세","2026년08월_남_75~79세","2026년08월_남_80~84세","2026년08월_남_85~89세","2026년08월_남_90~94세","2026년08월_남_95~99세","2026년08월_남_100세 이상","2026년08월_여_총인구수","2026년08월_여_연령구간인구수","2026년08월_여_0~4세","2026년08월_여_5~9세","2026년08월_여_10~14세","2026년08월_여_15~19세","2026년08월_여_20~24세","2026년08월_여_25~29세","2026년08월_여_30~34세","2026년08월_여_35~39세","2026년08월_여_40~44세","2026년08월_여_45~49세","2026년08월_여_50~54세","2026년08월_여_55~59세","2026년08월_여_60~64세","2026년08월_여_65~69세","2026년08월_여_70~74세","2026년08월_여_75~79세","2026년08월_여_80~84세","2026년08월_여_85~89세","2026년08월_여_90~94세","2026년08월_여_95~99세","2026년08월_여_100세 이상"
"경기도 부천시 원미구 (4119200000)","381,864","381,864","8,601","10,518","14,898","16,494","17,706","25,876","29,251","25,808","27,237","28,872","30,990","34,489","33,106","32,478","19,792","11,743","7,350","4,346","1,808","443","58","186,939","186,939","4,326","5,371","7,699","8,365","8,783","12,766","15,138","13,140","13,854","14,268","15,264","16,445","15,791","15,805","9,479","5,472","3,026","1,410","457","73","7","194,925","194,925","4,275","5,147","7,199","8,129","8,923","13,110","14,113","12,668","13,383","14,604","15,726","18,044","17,315","16,673","10,313","6,271","4,324","2,936","1,351","370","51"
"경기도 부천시 소사구 (4119400000)","223,777","223,777","5,636","7,193","9,468","9,858","9,375","12,325","15,051","14,712","16,586","18,141","17,811","18,926","18,488","19,439","13,112","8,209","5,050","2,958","1,146","258","35","109,324","109,324","2,888","3,740","4,822","4,998","4,730","6,243","7,776","7,493","8,429","9,186","8,929","8,906","8,707","9,044","6,095","3,788","2,151","1,054","275","66","4","114,453","114,453","2,748","3,453","4,646","4,860","4,645","6,082","7,275","7,219","8,157","8,955","8,882","10,020","9,781","10,395","7,017","4,421","2,899","1,904","871","192","31"
"경기도 부천시 오정구 (4119600000)","148,518","148,518","2,318","3,034","4,665","5,683","6,495","10,104","10,936","8,417","8,724","9,898","12,489","15,932","15,099","14,338","8,583","5,117","3,585","2,147","734","199","21","74,705","74,705","1,209","1,549","2,409","3,004","3,455","5,267","5,949","4,620","4,687","5,201","6,324","7,808","7,564","7,070","4,133","2,268","1,346","639","165","34","4","73,813","73,813","1,109","1,485","2,256","2,679","3,040","4,837","4,987","3,797","4,037","4,697","6,165","8,124","7,535","7,268","4,450","2,849","2,239","1,508","569","165","17"
"경기도 광명시 (4121000000)","303,641","303,641","9,328","9,770","13,432","14,536","14,509","18,311","23,530","22,035","22,894","24,120","25,866","25,585","22,058","21,996","15,147","9,297","6,019","3,443","1,416","298","51","148,631","148,631","4,873","4,918","6,832","7,410","7,540","9,126","11,856","11,384","11,580","11,768","12,693","12,440","10,845","10,174","7,028","4,217","2,356","1,179","346","55","11","155,010","155,010","4,455","4,852","6,600","7,126","6,969","9,185","11,674","10,651","11,314","12,352","13,173","13,145","11,213","11,822","8,119","5,080","3,663","2,264","1,070","243","40"
"경기도 평택시 (4122000000)","622,663","622,663","21,839","24,570","30,557","28,956","27,597","44,506","54,120","48,335","50,154","52,284","51,903","51,508","41,770","36,238","22,680","14,861","10,783","6,837","2,551","541","73","327,751","327,751","11,195","12,407","15,470","14,796","14,987","25,588","31,045","26,945","27,505","28,473","27,714","26,846","21,971","18,254","10,743","6,543","4,182","2,313","645","113","16","294,912","294,912","10,644","12,163","15,087","14,160","12,610","18,918","23,075","21,390","22,649","23,811","24,189","24,662","19,799","17,984","11,937","8,318","6,601","4,524","1,906","428","57"
"경기도 송탄출장소 (4122200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 안중출장소 (4122400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 동두천시 (4125000000)","86,168","86,168","1,398","1,986","3,319","4,017","3,766","4,466","4,416","3,823","4,951","5,961","7,337","8,323","7,795","8,042","5,638","4,307","3,408","2,250","763","180","22","42,885","42,885","734","1,003","1,746","1,982","1,961","2,430","2,458","2,010","2,530","3,037","3,793","4,375","4,069","3,993","2,621","1,834","1,292","746","223","42","6","43,283","43,283","664","983","1,573","2,035","1,805","2,036","1,958","1,813","2,421","2,924","3,544","3,948","3,726","4,049","3,017","2,473","2,116","1,504","540","138","16"
"경기도 안산시 (4127000000)","608,487","608,487","12,609","15,636","23,259","28,326","32,911","45,888","46,761","36,328","38,069","45,154","54,893","63,506","56,173","46,660","25,488","15,399","10,879","6,870","2,914","626","138","311,577","311,577","6,385","8,013","11,795","14,594","17,060","24,763","26,048","20,079","20,315","23,405","27,638","31,482","29,077","24,267","12,470","7,009","4,232","2,113","685","114","33","296,910","296,910","6,224","7,623","11,464","13,732","15,851","21,125","20,713","16,249","17,754","21,749","27,255","32,024","27,096","22,393","13,018","8,390","6,647","4,757","2,229","512","105"
"경기도 안산시 상록구 (4127100000)","320,360","320,360","5,660","7,731","12,423","15,120","18,154","24,427","23,692","17,380","19,391","23,726","29,383","34,256","30,027","24,688","13,481","8,451","6,290","4,002","1,632","369","77","163,534","163,534","2,873","3,962","6,304","7,699","9,464","13,243","13,273","9,594","10,201","12,308","14,681","17,010","15,623","12,836","6,536","3,797","2,415","1,210","407","78","20","156,826","156,826","2,787","3,769","6,119","7,421","8,690","11,184","10,419","7,786","9,190","11,418","14,702","17,246","14,404","11,852","6,945","4,654","3,875","2,792","1,225","291","57"
"경기도 안산시 단원구 (4127300000)","288,127","288,127","6,949","7,905","10,836","13,206","14,757","21,461","23,069","18,948","18,678","21,428","25,510","29,250","26,146","21,972","12,007","6,948","4,589","2,868","1,282","257","61","148,043","148,043","3,512","4,051","5,491","6,895","7,596","11,520","12,775","10,485","10,114","11,097","12,957","14,472","13,454","11,431","5,934","3,212","1,817","903","278","36","13","140,084","140,084","3,437","3,854","5,345","6,311","7,161","9,941","10,294","8,463","8,564","10,331","12,553","14,778","12,692","10,541","6,073","3,736","2,772","1,965","1,004","221","48"
"경기도 고양시 (4128000000)","1,056,589","1,056,589","26,773","32,777","46,026","48,683","48,646","66,564","75,000","69,077","74,203","81,509","92,395","100,414","87,400","77,199","47,937","31,274","24,932","17,168","6,966","1,475","171","513,464","513,464","13,798","16,697","23,420","24,736","24,391","33,102","37,852","34,408","37,022","39,498","44,523","48,518","42,866","38,340","23,152","13,364","9,585","5,790","2,033","332","37","543,125","543,125","12,975","16,080","22,606","23,947","24,255","33,462","37,148","34,669","37,181","42,011","47,872","51,896","44,534","38,859","24,785","17,910","15,347","11,378","4,933","1,143","134"
"경기도 고양시 덕양구 (4128100000)","482,470","482,470","13,947","15,861","20,234","20,191","20,675","28,842","35,644","34,439","36,060","37,255","40,110","43,223","38,645","35,558","23,124","15,332","11,888","7,767","2,984","612","79","236,117","236,117","7,161","8,121","10,261","10,246","10,383","14,426","17,856","17,254","18,277","18,602","19,826","21,216","19,082","17,549","11,028","6,578","4,596","2,678","840","122","15","246,353","246,353","6,786","7,740","9,973","9,945","10,292","14,416","17,788","17,185","17,783","18,653","20,284","22,007","19,563","18,009","12,096","8,754","7,292","5,089","2,144","490","64"
"경기도 고양시 일산동구 (4128500000)","298,091","298,091","7,152","9,036","12,772","13,793","13,964","20,327","22,036","19,293","20,441","23,037","26,525","28,845","24,968","21,406","12,850","8,038","6,451","4,605","2,036","468","48","144,289","144,289","3,714","4,542","6,564","7,023","6,850","9,883","11,072","9,591","10,182","10,996","12,643","13,813","12,235","10,693","6,329","3,469","2,477","1,501","590","110","12","153,802","153,802","3,438","4,494","6,208","6,770","7,114","10,444","10,964","9,702","10,259","12,041","13,882","15,032","12,733","10,713","6,521","4,569","3,974","3,104","1,446","358","36"
"경기도 고양시 일산서구 (4128700000)","276,028","276,028","5,674","7,880","13,020","14,699","14,007","17,395","17,320","15,345","17,702","21,217","25,760","28,346","23,787","20,235","11,963","7,904","6,593","4,796","1,946","395","44","133,058","133,058","2,923","4,034","6,595","7,467","7,158","8,793","8,924","7,563","8,563","9,900","12,054","13,489","11,549","10,098","5,795","3,317","2,512","1,611","603","100","10","142,970","142,970","2,751","3,846","6,425","7,232","6,849","8,602","8,396","7,782","9,139","11,317","13,706","14,857","12,238","10,137","6,168","4,587","4,081","3,185","1,343","295","34"
"경기도 과천시 (4129000000)","81,107","81,107","3,417","4,675","4,604","3,731","3,481","4,654","6,051","6,558","6,998","6,155","5,732","6,106","5,610","5,099","3,198","2,033","1,489","930","459","108","19","39,502","39,502","1,740","2,394","2,330","1,911","1,732","2,353","2,921","3,126","3,448","3,078","2,763","2,869","2,751","2,464","1,581","911","613","351","140","23","3","41,605","41,605","1,677","2,281","2,274","1,820","1,749","2,301","3,130","3,432","3,550","3,077","2,969","3,237","2,859","2,635","1,617","1,122","876","579","319","85","16"
"경기도 구리시 (4131000000)","188,134","188,134","4,638","5,457","7,845","8,169","8,566","12,339","14,537","12,260","13,203","14,622","15,699","17,453","15,770","14,683","9,419","5,898","4,192","2,375","826","158","25","93,128","93,128","2,400","2,816","4,044","4,181","4,331","6,157","7,547","6,352","6,760","7,372","7,656","8,421","7,913","7,166","4,511","2,608","1,736","873","239","38","7","95,006","95,006","2,238","2,641","3,801","3,988","4,235","6,182","6,990","5,908","6,443","7,250","8,043","9,032","7,857","7,517","4,908","3,290","2,456","1,502","587","120","18"
"경기도 남양주시 (4136000000)","727,158","727,158","18,454","25,697","38,248","40,027","34,402","40,079","43,217","40,968","53,008","64,408","65,863","64,443","54,551","51,149","36,341","24,448","17,220","10,072","3,602","824","137","358,974","358,974","9,390","13,236","19,559","20,482","17,843","20,523","22,162","20,425","25,921","31,738","33,145","32,264","27,685","24,754","16,976","10,977","7,152","3,571","977","167","27","368,184","368,184","9,064","12,461","18,689","19,545","16,559","19,556","21,055","20,543","27,087","32,670","32,718","32,179","26,866","26,395","19,365","13,471","10,068","6,501","2,625","657","110"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","255,303","255,303","8,157","9,815","13,700","13,767","12,030","16,640","21,123","20,473","22,905","24,173","22,279","20,063","15,632","13,703","8,460","5,413","3,838","2,177","770","159","26","133,324","133,324","4,214","5,051","6,928","7,090","6,378","9,275","11,943","11,304","12,448","12,981","11,738","10,324","8,060","6,705","4,001","2,420","1,488","736","208","30","2","121,979","121,979","3,943","4,764","6,772","6,677","5,652","7,365","9,180","9,169","10,457","11,192","10,541","9,739","7,572","6,998","4,459","2,993","2,350","1,441","562","129","24"
"경기도 시흥시 (4139000000)","515,337","515,337","15,889","20,742","26,481","25,670","24,305","31,756","37,450","36,543","42,743","45,573","45,047","47,236","40,152","32,352","18,077","10,823","7,422","4,741","1,854","412","69","268,168","268,168","8,202","10,496","13,432","13,179","13,082","17,250","20,394","19,447","22,751","24,506","23,942","24,216","21,346","17,186","8,927","4,976","2,909","1,456","398","60","13","247,169","247,169","7,687","10,246","13,049","12,491","11,223","14,506","17,056","17,096","19,992","21,067","21,105","23,020","18,806","15,166","9,150","5,847","4,513","3,285","1,456","352","56"
"경기도 군포시 (4141000000)","249,066","249,066","5,320","6,402","9,998","11,802","12,205","16,586","18,369","15,557","16,129","18,596","21,167","23,344","21,313","20,468","12,581","7,817","5,667","3,704","1,654","349","38","123,350","123,350","2,725","3,257","5,140","6,137","6,347","8,741","9,904","8,274","8,287","9,177","10,284","11,212","10,379","9,805","6,027","3,613","2,241","1,256","456","78","10","125,716","125,716","2,595","3,145","4,858","5,665","5,858","7,845","8,465","7,283","7,842","9,419","10,883","12,132","10,934","10,663","6,554","4,204","3,426","2,448","1,198","271","28"
"경기도 의왕시 (4143000000)","166,540","166,540","6,092","5,651","6,601","6,915","7,235","10,212","13,256","12,862","11,852","11,159","12,613","14,655","13,975","13,444","8,474","4,927","3,380","2,087","891","219","40","82,104","82,104","3,105","2,962","3,324","3,545","3,696","5,278","6,760","6,572","6,175","5,616","6,069","6,793","6,703","6,551","4,178","2,323","1,457","735","221","34","7","84,436","84,436","2,987","2,689","3,277","3,370","3,539","4,934","6,496","6,290","5,677","5,543","6,544","7,862","7,272","6,893","4,296","2,604","1,923","1,352","670","185","33"
"경기도 하남시 (4145000000)","327,389","327,389","10,846","14,441","18,213","15,815","13,207","18,955","23,792","24,777","29,294","29,969","26,039","24,076","21,050","21,597","15,420","9,748","5,642","2,993","1,166","305","44","162,287","162,287","5,702","7,435","9,135","7,930","6,602","9,333","11,824","12,167","14,694","15,211","13,462","12,058","10,325","10,310","7,276","4,816","2,565","1,090","302","44","6","165,102","165,102","5,144","7,006","9,078","7,885","6,605","9,622","11,968","12,610","14,600","14,758","12,577","12,018","10,725","11,287","8,144","4,932","3,077","1,903","864","261","38"
"경기도 용인시 (4146000000)","1,091,437","1,091,437","30,337","39,895","58,620","64,040","57,508","67,156","70,809","67,652","81,494","95,893","99,009","93,909","72,288","63,662","46,555","34,484","25,907","15,151","5,666","1,245","157","540,974","540,974","15,431","20,366","29,877","32,817","29,973","35,377","36,851","33,936","40,086","46,984","49,048","46,775","36,600","31,021","21,119","15,097","11,257","6,128","1,926","276","29","550,463","550,463","14,906","19,529","28,743","31,223","27,535","31,779","33,958","33,716","41,408","48,909","49,961","47,134","35,688","32,641","25,436","19,387","14,650","9,023","3,740","969","128"
"경기도 용인시 처인구 (4146100000)","288,583","288,583","7,886","9,565","12,683","16,383","14,639","17,650","19,491","18,224","20,976","23,070","24,433","25,390","22,627","20,877","13,981","8,838","6,232","3,729","1,518","355","36","147,919","147,919","3,964","4,914","6,437","8,602","7,966","9,788","10,562","9,819","11,021","12,077","12,720","12,868","11,534","10,510","6,721","4,114","2,548","1,267","421","61","5","140,664","140,664","3,922","4,651","6,246","7,781","6,673","7,862","8,929","8,405","9,955","10,993","11,713","12,522","11,093","10,367","7,260","4,724","3,684","2,462","1,097","294","31"
"경기도 용인시 기흥구 (4146300000)","434,133","434,133","11,303","14,653","23,010","25,144","23,978","28,143","27,847","25,153","30,682","38,345","41,276","39,173","28,506","24,513","18,353","13,931","10,767","6,362","2,394","526","74","213,684","213,684","5,726","7,532","11,846","12,793","12,480","14,784","14,643","12,602","14,927","18,476","19,983","19,403","14,393","11,658","8,227","5,951","4,675","2,589","858","121","17","220,449","220,449","5,577","7,121","11,164","12,351","11,498","13,359","13,204","12,551","15,755","19,869","21,293","19,770","14,113","12,855","10,126","7,980","6,092","3,773","1,536","405","57"
"경기도 용인시 수지구 (4146500000)","368,721","368,721","11,148","15,677","22,927","22,513","18,891","21,363","23,471","24,275","29,836","34,478","33,300","29,346","21,155","18,272","14,221","11,715","8,908","5,060","1,754","364","47","179,371","179,371","5,741","7,920","11,594","11,422","9,527","10,805","11,646","11,515","14,138","16,431","16,345","14,504","10,673","8,853","6,171","5,032","4,034","2,272","647","94","7","189,350","189,350","5,407","7,757","11,333","11,091","9,364","10,558","11,825","12,760","15,698","18,047","16,955","14,842","10,482","9,419","8,050","6,683","4,874","2,788","1,107","270","40"
"경기도 파주시 (4148000000)","535,692","535,692","16,552","21,575","28,456","27,760","23,607","30,820","36,885","37,841","43,448","45,270","45,632","44,829","37,478","34,098","22,398","15,521","11,986","7,844","2,927","686","79","269,432","269,432","8,456","11,006","14,530","14,087","12,382","16,344","19,001","19,367","22,870","23,199","23,224","23,050","19,129","16,983","10,599","6,788","4,793","2,668","781","155","20","266,260","266,260","8,096","10,569","13,926","13,673","11,225","14,476","17,884","18,474","20,578","22,071","22,408","21,779","18,349","17,115","11,799","8,733","7,193","5,176","2,146","531","59"
"경기도 이천시 (4150000000)","227,032","227,032","6,124","7,231","10,412","12,702","10,520","16,026","17,251","14,596","15,948","17,522","18,096","19,002","17,320","16,983","10,942","6,743","4,978","3,117","1,242","240","37","118,656","118,656","3,208","3,763","5,305","6,558","5,697","9,492","10,237","7,830","8,554","9,089","9,388","9,808","8,974","8,653","5,455","3,106","2,072","1,065","338","54","10","108,376","108,376","2,916","3,468","5,107","6,144","4,823","6,534","7,014","6,766","7,394","8,433","8,708","9,194","8,346","8,330","5,487","3,637","2,906","2,052","904","186","27"
"경기도 안성시 (4155000000)","199,484","199,484","4,566","5,576","8,273","9,885","10,022","11,859","12,592","11,281","13,323","15,607","16,608","17,920","16,217","16,408","11,331","7,248","5,309","3,644","1,490","282","43","103,236","103,236","2,385","2,900","4,225","5,094","5,340","6,663","7,194","6,260","7,207","8,410","8,772","9,372","8,468","8,239","5,547","3,364","2,133","1,233","376","48","6","96,248","96,248","2,181","2,676","4,048","4,791","4,682","5,196","5,398","5,021","6,116","7,197","7,836","8,548","7,749","8,169","5,784","3,884","3,176","2,411","1,114","234","37"
"경기도 김포시 (4157000000)","483,679","483,679","14,190","21,243","30,450","26,371","19,770","25,415","29,501","31,820","42,950","47,330","40,909","36,406","31,840","30,828","21,744","14,670","9,895","5,677","2,099","508","63","241,092","241,092","7,321","10,954","15,353","13,511","10,112","12,899","14,982","15,634","21,256","24,111","21,452","18,421","16,046","15,046","10,087","6,791","4,276","2,134","595","98","13","242,587","242,587","6,869","10,289","15,097","12,860","9,658","12,516","14,519","16,186","21,694","23,219","19,457","17,985","15,794","15,782","11,657","7,879","5,619","3,543","1,504","410","50"
"경기도 화성시 (4159000000)","1,000,464","1,000,464","40,534","47,323","61,577","56,917","44,326","63,807","83,587","82,372","91,916","94,689","82,172","72,283","56,525","49,228","30,713","18,485","12,347","7,722","3,193","663","85","518,113","518,113","20,641","24,242","31,374","28,916","23,156","34,503","45,299","43,146","47,589","49,836","43,669","38,179","29,994","25,223","15,140","8,547","5,088","2,640","805","114","12","482,351","482,351","19,893","23,081","30,203","28,001","21,170","29,304","38,288","39,226","44,327","44,853","38,503","34,104","26,531","24,005","15,573","9,938","7,259","5,082","2,388","549","73"
"경기도 화성시 만세구 (4159100000)","234,222","234,222","6,456","8,862","11,947","11,302","8,826","14,341","16,148","15,464","18,722","20,606","19,789","19,924","18,171","17,024","10,610","6,572","4,598","3,195","1,346","288","31","127,676","127,676","3,295","4,537","6,137","5,795","4,880","8,571","9,712","8,714","10,320","11,675","11,400","11,277","10,125","9,197","5,474","3,191","1,896","1,071","337","66","6","106,546","106,546","3,161","4,325","5,810","5,507","3,946","5,770","6,436","6,750","8,402","8,931","8,389","8,647","8,046","7,827","5,136","3,381","2,702","2,124","1,009","222","25"
"경기도 화성시 효행구 (4159300000)","160,959","160,959","6,905","6,489","7,735","7,943","7,448","9,076","12,689","13,273","13,188","13,219","13,153","12,857","11,023","10,089","6,481","4,007","2,697","1,721","764","170","32","82,941","82,941","3,522","3,228","3,914","3,961","3,845","4,766","6,636","7,178","7,124","6,990","6,952","6,783","5,846","5,218","3,276","1,830","1,116","566","168","19","3","78,018","78,018","3,383","3,261","3,821","3,982","3,603","4,310","6,053","6,095","6,064","6,229","6,201","6,074","5,177","4,871","3,205","2,177","1,581","1,155","596","151","29"
"경기도 화성시 병점구 (4159500000)","175,182","175,182","6,614","7,581","9,195","9,307","9,027","12,945","15,195","14,361","15,494","15,384","14,590","13,310","10,118","8,797","5,647","3,403","2,306","1,340","456","102","10","90,591","90,591","3,413","3,876","4,733","4,774","4,750","7,255","8,537","7,677","8,213","8,044","7,544","6,674","5,139","4,261","2,666","1,493","905","492","130","13","2","84,591","84,591","3,201","3,705","4,462","4,533","4,277","5,690","6,658","6,684","7,281","7,340","7,046","6,636","4,979","4,536","2,981","1,910","1,401","848","326","89","8"
"경기도 화성시 동탄구 (4159700000)","430,101","430,101","20,559","24,391","32,700","28,365","19,025","27,445","39,555","39,274","44,512","45,480","34,640","26,192","17,213","13,318","7,975","4,503","2,746","1,466","627","103","12","216,905","216,905","10,411","12,601","16,590","14,386","9,681","13,911","20,414","19,577","21,932","23,127","17,773","13,445","8,884","6,547","3,724","2,033","1,171","511","170","16","1","213,196","213,196","10,148","11,790","16,110","13,979","9,344","13,534","19,141","19,697","22,580","22,353","16,867","12,747","8,329","6,771","4,251","2,470","1,575","955","457","87","11"
"경기도 광주시 (4161000000)","401,246","401,246","11,196","14,591","18,754","18,235","16,031","21,644","25,757","25,997","32,324","34,755","34,610","36,183","32,029","30,972","20,624","12,588","8,188","4,633","1,693","379","63","204,071","204,071","5,710","7,431","9,663","9,292","8,384","11,529","13,734","13,456","16,870","18,300","18,033","18,330","16,167","15,258","10,167","5,917","3,617","1,667","463","69","14","197,175","197,175","5,486","7,160","9,091","8,943","7,647","10,115","12,023","12,541","15,454","16,455","16,577","17,853","15,862","15,714","10,457","6,671","4,571","2,966","1,230","310","49"
"경기도 양주시 (4163000000)","297,605","297,605","10,195","11,929","14,890","14,361","13,250","16,839","20,333","19,786","22,520","23,959","25,230","25,109","21,735","20,678","14,218","9,418","7,007","4,135","1,613","348","52","149,409","149,409","5,262","6,086","7,488","7,227","6,983","8,796","10,558","10,092","11,662","12,243","12,824","12,697","11,200","10,288","6,806","4,287","2,935","1,441","458","66","10","148,196","148,196","4,933","5,843","7,402","7,134","6,267","8,043","9,775","9,694","10,858","11,716","12,406","12,412","10,535","10,390","7,412","5,131","4,072","2,694","1,155","282","42"
"경기도 포천시 (4165000000)","140,397","140,397","2,432","3,011","4,341","5,271","5,723","7,885","7,700","6,335","6,789","8,437","11,232","14,316","15,262","15,862","9,934","6,174","4,765","3,316","1,280","279","53","74,320","74,320","1,254","1,604","2,242","2,822","3,190","4,569","4,452","3,581","3,771","4,536","6,038","7,710","8,399","8,559","5,268","2,913","1,941","1,093","323","43","12","66,077","66,077","1,178","1,407","2,099","2,449","2,533","3,316","3,248","2,754","3,018","3,901","5,194","6,606","6,863","7,303","4,666","3,261","2,824","2,223","957","236","41"
"경기도 여주시 (4167000000)","113,348","113,348","2,077","2,893","4,156","4,695","4,189","5,310","5,818","5,364","6,461","7,816","8,989","10,700","11,200","11,717","8,904","5,257","3,973","2,528","1,028","240","33","57,848","57,848","1,044","1,473","2,202","2,505","2,305","2,890","3,245","2,871","3,305","4,072","4,626","5,512","5,858","5,974","4,450","2,591","1,672","923","276","51","3","55,500","55,500","1,033","1,420","1,954","2,190","1,884","2,420","2,573","2,493","3,156","3,744","4,363","5,188","5,342","5,743","4,454","2,666","2,301","1,605","752","189","30"
"경기도 연천군 (4180000000)","43,143","43,143","821","1,000","1,288","1,478","1,854","2,574","2,409","1,851","1,998","2,224","2,818","3,619","4,304","4,925","3,597","2,426","1,985","1,350","515","97","10","22,687","22,687","405","514","645","781","1,136","1,607","1,455","1,069","1,112","1,190","1,577","1,911","2,301","2,553","1,853","1,131","816","448","152","29","2","20,456","20,456","416","486","643","697","718","967","954","782","886","1,034","1,241","1,708","2,003","2,372","1,744","1,295","1,169","902","363","68","8"
"경기도 가평군 (4182000000)","62,046","62,046","1,060","1,314","1,855","2,226","2,165","2,936","2,852","2,499","2,995","3,678","4,555","5,730","6,443","7,492","5,732","3,326","2,708","1,660","677","118","25","31,886","31,886","543","675","944","1,135","1,185","1,665","1,621","1,361","1,581","1,956","2,462","2,984","3,384","3,881","2,903","1,595","1,193","615","177","19","7","30,160","30,160","517","639","911","1,091","980","1,271","1,231","1,138","1,414","1,722","2,093","2,746","3,059","3,611","2,829","1,731","1,515","1,045","500","99","18"
"경기도 양평군 (4183000000)","127,137","127,137","2,247","3,137","4,732","5,375","4,150","4,636","5,325","5,069","6,803","8,171","9,744","11,297","12,912","15,029","11,464","7,027","5,192","3,155","1,344","290","38","64,049","64,049","1,164","1,598","2,447","2,945","2,379","2,579","2,839","2,608","3,436","3,988","5,084","5,664","6,542","7,566","5,674","3,499","2,397","1,210","364","64","2","63,088","63,088","1,083","1,539","2,285","2,430","1,771","2,057","2,486","2,461","3,367","4,183","4,660","5,633","6,370","7,463","5,790","3,528","2,795","1,945","980","226","36"
"강원특별자치도  (5100000000)","1,506,662","1,506,662","34,892","43,615","59,179","65,096","66,160","78,435","83,643","75,748","88,595","103,228","118,463","135,610","133,626","148,246","103,971","63,218","53,729","34,940","12,807","2,995","466","757,981","757,981","17,774","22,313","30,389","33,850","36,874","44,257","45,648","40,161","45,498","52,368","60,955","69,785","67,982","73,612","50,770","28,532","21,687","11,727","3,184","520","95","748,681","748,681","17,118","21,302","28,790","31,246","29,286","34,178","37,995","35,587","43,097","50,860","57,508","65,825","65,644","74,634","53,201","34,686","32,042","23,213","9,623","2,475","371"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원특별자치도 춘천시 (5111000000)","284,783","284,783","7,647","9,128","12,472","13,068","16,604","17,622","18,503","16,475","18,218","20,056","21,702","24,092","22,150","23,431","16,558","9,572","8,776","5,899","2,241","504","65","140,233","140,233","3,831","4,705","6,404","6,751","8,666","9,615","9,775","8,465","9,162","9,884","10,583","12,102","10,966","11,169","7,837","4,145","3,488","2,004","567","94","20","144,550","144,550","3,816","4,423","6,068","6,317","7,938","8,007","8,728","8,010","9,056","10,172","11,119","11,990","11,184","12,262","8,721","5,427","5,288","3,895","1,674","410","45"
"강원특별자치도 원주시 (5113000000)","365,379","365,379","10,441","12,814","16,786","17,693","16,562","21,418","24,983","22,574","25,412","27,889","29,892","32,143","29,425","29,657","19,187","10,633","8,765","6,189","2,311","541","64","180,937","180,937","5,291","6,562","8,580","9,002","8,975","11,386","13,015","11,571","12,763","13,776","14,551","15,954","14,630","14,543","9,305","4,738","3,506","2,102","572","100","15","184,442","184,442","5,150","6,252","8,206","8,691","7,587","10,032","11,968","11,003","12,649","14,113","15,341","16,189","14,795","15,114","9,882","5,895","5,259","4,087","1,739","441","49"
